Id,WhiteElo,BlackElo,Result,WhiteCastlingConsiderationTurn,BlackCastlingConsiderationTurn,WhiteBestMoveAtConsiderationTurn,BlackBestMoveAtConsiderationTurn
268,2454,2568,0-1,"9,10",7,"d1c2,e1g1",e8g8
269,2572,2427,1-0,5,"9,10,11",e4e5,"f7f5,e7d6,a7a6"
270,2571,2427,1-0,"5,6,8,9",10,"c2c3,d2d3,d2d3,h3h4",e8g8
271,2547,2401,1-0,"9,10",9,"b1c3,e1g1",f6d7
272,2403,2503,1/2-1/2,"8,9",6,"g5f6,e1g1",b8d7
273,2601,2456,1-0,"11,12,13,15",15,"e3e4,c3b4,a1d1,f3h4",f5e6
274,2349,2522,0-1,5,"9,10",f3h4,"d6f4,b8d7"
275,2543,2370,0-1,6,5,e1g1,e8g8
276,2462,2533,0-1,9,5,e1g1,e8g8
277,2621,2499,1-0,8,8,b1c3,b7b5
278,2561,2494,1-0,8,7,e4e5,c7c5
280,2597,2588,1/2-1/2,5,5,d2d3,e8g8
279,2525,2525,1/2-1/2,6,13,e1c1,e7e6
281,2623,2436,0-1,-,"7,14",-,"e8g8,e8c8"
282,2502,2508,0-1,"7,8,9,10,11,12,13,14,15","4,5","e1g1,e1g1,f3d2,g2g4,h2h4,c4d5,h4h5,h4h5,e2b5","d7d6,e8g8"
284,2535,2571,0-1,"12,13,13,14,14,15,15",-,"e1g1,e1g1,e1g1,e1g1,e1g1,g2g3,g2g3",-
283,2490,2517,1-0,10,9,e1g1,e8g8
286,2429,2519,0-1,"4,5","6,7,8","b5a4,e1g1","b7b5,e8g8,c6a5"
285,2456,2591,0-1,8,4,e1g1,d7d6
287,2367,2552,0-1,"10,11,11","4,5","c1e3,e1g1,e1g1","d7d5,c7c5"
289,2706,2690,0-1,9,"8,9,9",e1g1,"g8f6,e8g8,e8g8"
288,2666,2641,1-0,7,"5,6,7,8,9,10",e1g1,"c7c5,c7c5,c7c5,b8c6,b8c6,d8d7"
290,2587,2758,0-1,"4,5","6,7,8,9,10,11,12,13,13,14,14,15","b5d7,e1g1","d6d5,e7e6,c5d4,d6d5,f6e4,e4c3,c6a5,c6a5,c6a5,c6a5,c6a5,e8g8"
291,2552,2480,1-0,4,"9,10,11,12,13,13",c2c3,"h7h5,g7g5,g7g5,h8g8,h8g8,h8g8"
293,2438,2547,1-0,"4,5,6,7,8,9,10",15,"f3g5,e4e5,d1d4,f2f4,f4e5,b3d5,e1g1",e5c5
292,2790,2627,0-1,9,"7,8,9,10,11,12,13",h2h3,"h7h5,c6d4,h5h4,c6e5,a7b6,e8d8,e8d8"
295,2765,2573,0-1,15,"7,8,9,10,13,14",e3c5,"c6e5,a7a6,e7e6,g4h5,g4h5,g4f5"
294,2720,2741,1-0,"9,11,12,13,14,15",5,"e2g3,d4c5,b2b3,g5h6,e2b5,b5a6",e8g8
296,2620,2478,1-0,4,"7,8",d2d4,"b8d7,b8c6"
299,2516,2607,0-1,9,8,e1g1,d7d6
297,2390,2523,1-0,7,8,e1g1,d5c4
298,2529,2462,0-1,6,4,c2c4,d7d6
300,2608,2549,1-0,"8,9",10,"f3d4,e1g1",d7g4
302,2522,2522,1-0,15,"10,11",e1g1,"e7f6,b5b4"
301,2479,2732,1-0,"9,10",7,"d1c2,e1g1",e8g8
303,2718,2670,0-1,8,"7,8",d1e2,"d5h5,e8g8"
304,2443,2563,1/2-1/2,6,6,e1g1,e8g8
305,2604,2519,1-0,12,"4,5,6,7,8,9,10,11,12",d1e2,"d7d5,e7f6,d7d5,f6e7,c7c5,d8c7,c5b6,c8d7,e8g8"
308,2524,2357,1-0,"9,10,10","4,8","d1d2,h2h4,h2h4","f6g8,b8c6"
306,2709,2714,1-0,"7,8,9,10,11,12,13,14,14,15,15",4,"e1g1,c1g5,g5e3,f3d2,f2f3,d1c2,d1b3,g2g4,g2g4,g2g4,g2g4",d7d5
307,2536,2437,0-1,"5,6","8,9,10","f3d4,e1g1","b7c6,c5b6,e8g8"
309,2520,2403,1-0,"7,8,9","8,9,10,11,12,13,14","d1b3,e1g1,e1g1","a6a5,b7c8,f6e4,c7c6,d6c7,d7d5,d7d6"
311,2680,2644,0-1,"8,9,10,11,12,13,14,14,15,15",6,"d4e5,d1d8,c1e3,g5e3,e2a6,f3d2,f3d2,f3d2,c3a4,c3a4",e8g8
310,2589,2421,1-0,7,8,e1g1,e8g8
313,2703,2567,1-0,6,"8,9,10,11",d2d3,"e5e4,h7h6,h7h6,c8e6"
312,2584,2542,0-1,"9,10","7,8,9,10,11,12","d2d4,e1g1","d6f5,c7c6,d7d5,d7d5,a7a5,h4f5"
314,2493,2508,1-0,8,"7,8,9,10,11,12,13,14,15",g2g4,"e8g8,c6c5,d6c7,a6a5,a6a5,a6a5,e6e5,d8e7,e4g5"
315,2530,2642,0-1,8,"10,11,12,13,14,15",e1g1,"e8g8,b7c6,d5d4,e8g8,a6a5,a8b8"
316,2536,2470,1-0,"10,11",7,"d4c5,h2h3",e8g8
317,2525,2511,0-1,8,7,g1e2,d8e7
319,2574,2571,0-1,"6,7,8",8,"d5c6,b1c3,e1g1",e8g8
318,2342,2524,1-0,"6,7",8,"b5c6,h2h3",a8c8
320,2537,2423,0-1,7,6,c1e3,e8g8
321,2490,2516,0-1,6,"11,12,13,14,15",e1g1,"g7d4,d7d5,d8b6,g6f5,d8e7"
322,2596,2641,1-0,6,12,e1g1,e8e7
323,2511,2671,1/2-1/2,8,"5,6,7,8",e1g1,"b4c3,e7e4,b4c3,b4c3"
325,2507,2502,1-0,6,6,e1g1,e8g8
324,2342,2667,1/2-1/2,"7,8,9",5,"d4c5,a2a4,e1g1",e8g8
326,2604,2481,1-0,5,"5,6",e1g1,"e8g8,b4c3"
327,2581,2612,1-0,"10,11,12","8,9","b1c3,f3e5,b1c3","e5f4,e5f4"
328,2505,2478,0-1,"8,9,10",9,"e2d4,d1e2,c1e3",e8g8
329,2552,2599,0-1,11,10,f3d2,e8g8
332,2629,2594,1-0,"5,6,7,8","7,8","d2d3,d2d3,d2d3,e1g1","e8g8,a7a5"
331,2681,2529,1-0,"9,10,11,11",7,"g5h4,e1g1,h2h3,h2h3",e8g8
333,2567,2691,1-0,7,5,e1g1,e8g8
334,2599,2689,1-0,5,-,e1g1,-
335,2772,2739,1-0,8,"5,6",e1g1,"a7a5,a7a5"
330,2542,2461,1-0,"9,10,10,11,11,12,12,13,13,14,14,15,15",7,"g1f3,g3g4,g3g4,h6g7,h6g7,h6g7,h6g7,h5g6,h5g6,e4d5,e4d5,h6g7,h6g7",a8b8
336,2719,2573,0-1,11,8,e1g1,f6h5
337,2724,2691,1-0,8,8,e1g1,e8g8
339,2623,2603,1-0,"9,10,10,11,11,12,12,13,13,14,14",7,"f1d3,h2h4,h2h4,c3d4,c3d4,e1g1,e1g1,e1g1,e1g1,e1g1,e1g1",b8d7
338,2624,2549,1-0,"9,10,11,12,14,15",-,"d5e6,d3e4,e4f4,a1c1,a2a3,a2a3",-
340,2578,2398,1-0,"8,9,10,11,12,13,14,15",-,"c4e6,e6f7,g5e6,e6c7,d5c7,c7e6,c2c3,e1g1",-
341,2452,2508,0-1,"10,11","12,13,15","b4a5,e3d4","d4e3,f5e4,h8f8"
343,2599,2420,1-0,7,"4,5",d2d4,"c7c5,c7c5"
342,2742,2774,1-0,"9,10",9,"c1d2,d1b3",b8d7
344,2431,2517,0-1,"8,9,10,11,12,14",-,"g5d2,g2g4,d5c7,c7a8,a1d1,e1c1",-
345,2531,2667,0-1,"10,11,12,13","9,10","b2b4,e1g1,e1g1,f3h4","a7a5,c8e6"
346,2369,2547,0-1,"8,9,10,10,11,11",11,"g5f6,f1d3,g5f4,g5f4,e1e2,e1e2",f6h5
347,2541,2618,1-0,"7,8,9,10,11,12,13,14,15,15","11,12,13,14,15,15","a2a3,g4g5,a2a3,a2a3,a2a3,c3e2,f4f5,a1d1,e1g1,e1g1","b5b4,c6c5,b8c6,b8c6,c6d4,c6d4"
348,2347,2517,0-1,8,"9,10",f3e5,"e8g8,e8g8"
349,2734,2551,1-0,"9,10,11,11,12,12,13,14,14,15,15","12,13","f3d4,e1g1,c4e2,c4e2,a2a4,a2a4,g2f3,d4e6,d4e6,e3b6,e3b6","b7f3,d7c5"
350,2793,2650,1/2-1/2,-,"7,14",-,"e8g8,c7a5"
351,2476,2538,0-1,-,-,-,-
352,2505,2475,1-0,"10,11","5,6,7","h1h3,h1h3","b4c3,c7c5,e8g8"
353,2483,2559,1-0,4,"11,12,13,14,15",e2e4,"h5h4,e7e5,e7e5,c6e5,h8h1"
354,2520,2478,0-1,"7,8",6,"e1g1,e1g1",e8g8
355,2719,2691,0-1,6,11,e1g1,c6a5
357,2569,2535,1-0,"4,5","6,7,8,9,10,11,12,13,13","b5d7,e1g1","d6d5,e7e6,c5d4,d6d5,f6e4,e4d2,a7a5,a7a5,a7a5"
356,2517,2431,0-1,6,"11,13,14,15",c2c3,"d8c7,f6h5,d6e5,d6e5"
358,2436,2589,1/2-1/2,"10,12,12",14,"c3e4,e1c1,e1c1",d5d2
359,2667,2492,1-0,8,10,c1f4,b7b5
360,2727,2521,1/2-1/2,7,6,e1g1,e8g8
361,2702,2672,1-0,"8,9","8,9","c1g5,c1g5","d5d4,h7h6"
362,2507,2415,1-0,"8,9,9,10,10",6,"e1c1,d2d4,d2d4,e1c1,e1c1",b8c6
364,2524,2429,0-1,4,"5,6,7,8,9,10,11,12,13,14,15,15",d2d3,"c6d4,c6d4,b7b5,c5a7,d7d6,b6a7,b7b5,a8a7,d6e5,e8g8,e5d4,e5d4"
363,2503,2520,1/2-1/2,"9,10,11,12",4,"d4c5,e2d4,h6g7,g2g4",d7d6
365,2566,2753,0-1,7,6,d2d3,d7d6
366,2505,2509,0-1,"4,5,6",4,"c2c4,c2c4,b1c3",e8g8
367,2600,2637,1-0,"8,9,10","11,12","c3d4,e5f6,e1g1","e8g8,e8g8"
369,2510,2581,1-0,"7,8,9,10,11,12,13,14",8,"d4b3,c1e3,g2g4,d1d5,f2f4,a2a4,e3g5,e1g1",c8e6
368,2605,2701,0-1,"11,12",12,"f4g5,g5f6",e8g8
370,2542,2564,1-0,"9,11,13,14,15","4,5,6,7,8,9,10,11","d4c5,a3b5,a3b5,c5c6,b5d6","b4e7,d8b6,b6b4,b4c4,c4a4,b8a6,b8c6,a8b8"
371,2346,2510,0-1,"7,8,9","11,12,13,14","h2h3,d1f3,e1g1","f7f6,g7g5,e8c8,e8c8"
372,2444,2526,0-1,6,6,a2a4,e8g8
373,2561,2449,1-0,4,"11,12,13",e1g1,"h5g6,d6d5,a7a5"
376,2623,2566,1-0,10,-,e1g1,-
374,2570,2567,1-0,8,7,e1g1,b8c6
375,2617,2494,1/2-1/2,"9,10","10,11,11,12,12,13,13,14,14,15,15","e1g1,e1g1","f8b4,d7e7,d7e7,b4d6,b4d6,d6f4,d6f4,h7h6,h7h6,g7g5,g7g5"
377,2540,2510,0-1,7,6,d1c2,d6d5
378,2441,2545,1/2-1/2,10,"5,6,7,8,9,10,12,13",e1g1,"f6e4,b4c3,b4c3,d8e7,c6e5,d7d6,d6e5,c8f5"
379,2390,2503,1-0,7,"6,7,8",e1g1,"b7b6,c8b7,f6e4"
380,2558,2730,0-1,"11,12,13,14,15,15",8,"h5g6,h5g6,e3d2,d1c1,b3c2,b3c2",c8e6
381,2496,2524,1/2-1/2,7,7,c3c4,e8g8
382,2680,2529,1-0,8,"7,8",h2h3,"b8c6,b7b6"
383,2531,2475,1-0,"9,10,11,11",4,"f3d4,c1f4,e1g1,e1g1",d7d5
384,2575,2467,0-1,"8,9",5,"d3c4,e1g1",h7h6
385,2546,2401,1-0,"9,10,11,12,13,14,15",4,"e1g1,a2a3,c2e4,g2f3,d4d5,e4b4,e1g1",d7d5
386,2581,2527,1-0,"7,9",5,"a2a3,f4d6",c7c5
387,2516,2511,0-1,7,"4,5",e1g1,"d7d6,e8g8"
388,2354,2832,0-1,"6,7,8,10,11,12",4,"g5h4,d4c5,e2e3,h4f6,c3f6,b2b4",d7d5
389,2435,2596,0-1,9,"11,12,12,13,14,15",e1c1,"f8e7,h7h6,h7h6,b5b4,b5b4,c5e4"
390,2569,2538,1-0,12,12,e1g1,a6a5
391,2543,2595,0-1,8,"8,9,10,13,14",c2c4,"g8f6,b6a6,b6d8,g7g5,d7e5"
392,2535,2516,1-0,5,"7,8,9,10,11,12,13,14,14,15,15",d2d4,"d5b4,b4c2,e8g8,c2d4,c2d4,b8c6,b8c6,d4d7,d4d7,e8c8,e8c8"
393,2434,2535,1-0,14,-,d5e6,-
394,2810,2571,1-0,7,7,e1g1,e6e5
395,2466,2528,0-1,7,-,g1f3,-
396,2502,2505,0-1,"12,13,14,15","9,10,12,14","f3f4,f3f4,b5e2,f3f4","c5e3,a7b6,d8d1,f6h5"
397,2558,2498,1-0,5,"8,9,10,11,12,13,14,15",c2c3,"h7h6,c5b6,a7a5,c6e5,d6e5,h7h6,h7h6,e7f6"
398,2648,2750,1-0,"7,8,9,10,11,12,13,14",4,"e1g1,c1g5,g2g4,d1c2,g5e3,d1c2,g4f5,e3c5",d7d6
399,2618,2789,0-1,"9,13,14,15",-,"h2h4,c2b3,e1f1,d4c5",-
400,2449,2617,0-1,5,7,b1c3,e8g8
401,2531,2469,1-0,10,7,e1g1,e8g8
403,2522,2468,0-1,"6,7,8,9","8,9,10","c3d4,e4e5,b1c3,e1g1","d5e6,b4c3,g8e7"
402,2648,2684,0-1,"4,5","12,12,13,13,14,15","b5a4,e1g1","e8c8,e8c8,d6c5,d6c5,g7g5,f6d7"
404,2469,2541,1-0,6,6,e1g1,e8g8
405,2708,2726,0-1,4,"7,8",d2d3,"c6e5,e8g8"
406,2587,2540,1-0,"10,13",7,"f1e2,e3h6",c8g4
407,2580,2743,0-1,"7,8,9,10,10,11,11","6,7,8,9,10,11,11,12,12,13,13,14,14,15,15","e2e3,g5f6,a4c2,a4c2,a4c2,a2a4,a2a4","d5c4,c8d7,g7f6,b7b5,c8b7,b4c3,b4c3,c6e7,c6e7,a7a6,a7a6,a7a6,a7a6,e8g8,e8g8"
409,2425,2654,0-1,5,"9,10,11,11,12,13,13,14,14,15,15",h2h3,"d8b6,f6d7,d5e4,d5e4,d7b6,b6c4,b6c4,b6c4,b6c4,c4d6,c4d6"
408,2564,2500,1-0,"8,9,9,10,10,11,11,12,12,13,13,14,14,15,15",10,"f1b5,f3e5,f3e5,e5c6,e5c6,b5c6,b5c6,f4d6,f4d6,e3f4,e3f4,c6b5,c6b5,c6b5,c6b5",c8c6
410,2500,2515,0-1,"8,9,10,10,11,11,12,12",7,"b1c3,c4d5,c4d5,c4d5,d3e4,d3e4,e1g1,e1g1",e8g8
411,2523,2417,1-0,"9,10,11",7,"g5f6,d1b3,d1b3",b4c3
412,2620,2676,0-1,"9,10,11,12,13,14,14,15,15",9,"f4g5,a1c1,d4e5,f2f4,e1g1,d3b1,d3b1,g3h4,g3h4",d6g3
413,2554,2561,0-1,8,"10,11,12,12,13,13,14,14,15,15",b1d2,"b8c6,c7c6,h7h5,h7h5,h5h4,h5h4,h4g3,h4g3,d6g3,d6g3"
414,2478,2513,1-0,6,5,e1g1,e8g8
415,2573,2420,0-1,7,"4,5",e1g1,"d7d5,e8g8"
416,2438,2667,1-0,"7,8,9,10,11,13,13,14,14,15,15",8,"d2d4,b1d2,e3e4,b2g7,g7f8,d2e4,d2e4,g2g4,g2g4,e4f6,e4f6",e8g8
417,2352,2538,0-1,"7,8,9",11,"f3d4,c3d4,e1g1",d8b6
418,2563,2535,1-0,9,"6,7,9",d4d5,"d5c3,c7c5,e8g8"
419,2620,2548,1-0,"11,12,13,14,15","6,7,8,9,10,11,11,12,12,13,13","e1g1,e1g1,h4f3,a2a4,a4a5","d7d5,d8e7,d8e7,a7b6,f6e4,g4f5,g4f5,f5e6,f5e6,d7e7,d7e7"
421,2377,2514,0-1,7,"12,13,14,15",h2h4,"h7h5,d8c7,g7h6,b5b4"
420,2675,2507,1-0,-,"8,9,10,11,12,13,14",-,"h7h6,f6d7,g4h2,c8e6,b8d7,a8c8,d8c8"
422,2474,2508,1-0,7,"7,8,9",e1g1,"d6d5,g4h5,d6d5"
423,2537,2573,1/2-1/2,8,14,b5c6,g6g5
424,2303,2565,1/2-1/2,9,4,e1g1,d7d6
425,2660,2477,1-0,"4,5,6,7,8,9,10,11,12,13","14,15","b1c3,b5c6,b5c6,g2g4,d1e2,c1d2,h4g6,g4g5,g4g5,c1d2","e7f6,e8g8"
427,2521,2404,1-0,9,7,c1e3,e8g8
426,2459,2632,0-1,"7,8,9,10,11","6,7","h3f4,e4e5,e5e6,g2g4,g2g4","e8f7,e7e5"
428,2723,2601,1-0,"10,11",11,"d1d4,d1d2",e8g8
429,2498,2520,1-0,9,8,b1c3,e8g8
430,2516,2550,0-1,8,7,e1g1,e8g8
431,2533,2495,0-1,"14,15",5,"a2a3,b3b4",c7c5
432,2523,2349,0-1,7,7,f3e5,b8d7
433,2422,2511,0-1,"7,8",4,"e1g1,e1g1",d7d5
434,2317,2526,0-1,"9,10,10","9,10,11,12,12,13,13,14,14,15,15","f1c4,e1c1,e1c1","d8b6,b7b5,c8b7,d6e5,d6e5,c7e5,c7e5,h7h6,h7h6,e5d4,e5d4"
435,2740,2559,1/2-1/2,8,10,g1f3,a8c8
436,2493,2618,1/2-1/2,"6,7,8,9,10,11","12,13,14,15","d1e2,d3c2,d2d4,f3d4,e4e5,e1g1","d7b6,a7a5,d7b6,d7b8"
437,2535,2655,1/2-1/2,"6,7,8","11,12","b1c3,a1b1,d2d4","c6b5,d7b6"
438,2651,2541,0-1,"8,9,10","6,11","d4f4,d4a4,e1g1","f6g8,a5b4"
439,2545,2573,0-1,"6,7,8,9,10,11","5,6","e4e5,e1g1,d2b3,a2a3,d3c2,f3e5","c7c5,d5e4"
440,2571,2492,0-1,9,"7,8",e1c1,"d7d5,d6d5"
441,2420,2549,1-0,12,"5,6,7",e1g1,"h7h6,e8g8,e8g8"
442,2536,2474,1/2-1/2,"5,6,7,8","10,11,12,13,14,14,15,15","d4h4,e2e4,e1c1,e1c1","d6e5,f6d5,e6d5,d8g5,e6d5,e6d5,e8e7,e8e7"
443,2411,2521,1-0,8,"11,12,13,14,15",d4c6,"a5c7,f8e7,c6b4,f6e4,f8e7"
445,2554,2545,1-0,"9,10,10",6,"h2h3,e1g1,e1g1",h7h6
444,2619,2666,0-1,4,"6,7,9,10,11,12,13,14,15,15",e1g1,"c5b6,c6e5,f6e4,a7a5,b6a7,e4d2,e8g8,d8e6,d6c4,d6c4"
446,2588,2513,0-1,11,10,e1g1,e8g8
447,2430,2772,0-1,9,-,b2b4,-
448,2642,2467,1-0,11,"7,8",c3c4,"c7c5,f5e4"
449,2626,2511,1-0,11,5,e1g1,d5c4
450,2362,2532,0-1,7,7,c2c3,e8g8
451,2409,2743,1-0,"7,8","4,5","b1c3,f3g5","e8g8,d7d6"
452,2507,2500,1/2-1/2,7,9,f3e5,h7h6
454,2321,2882,0-1,"11,12","9,12,13,14,15,15","d5d3,a2a3","f6d5,h7h6,a5b6,f7f6,e8c8,e8c8"
453,2429,2513,1-0,"10,11,12,13,13,15,15",5,"d5e6,d5e6,f1d3,e3c5,e3c5,e1g1,e1g1",e7e5
455,2552,2512,0-1,"4,5,6","7,8,9","d2d3,d3e4,e1g1","b7c6,c8a6,e8g8"
457,2505,2393,0-1,7,"10,11,12,13",e1g1,"e8g8,g7f6,d6e7,f6e5"
456,2642,2495,1-0,"7,8,9,10,11,12,13,14,15","8,9","c2c4,c2c4,b1c3,h2h4,h2h4,e1g1,e1g1,f3d2,h2h4","d7f6,d7f6"
458,2595,2544,1-0,"11,12,13,14",7,"h6d2,c4d5,e1f1,e1f1",d7d5
459,2557,2518,1-0,5,5,e1g1,e8g8
461,2542,2537,0-1,5,4,c2c4,d7d5
460,2770,2696,0-1,4,"14,15",c2c4,"g7g5,g7g5"
462,2857,2777,1-0,"7,8,9,10,11,12,13,14,15","8,9,10,11,12,13,15","a1b1,e1g1,h2h4,e2d4,f2f4,d4b5,d4c6,g2e4,e5d6","c6d4,e8g8,e8g8,e5c6,c6d4,e7f5,e8g8"
464,2451,2604,0-1,5,5,c2c4,e8g8
463,2515,2485,1-0,7,"4,5",e1g1,"d7d6,e8g8"
465,2517,2486,1-0,14,12,c1e3,d8a5
466,2350,2535,0-1,7,4,h2h4,c7c5
467,2411,2570,1-0,8,6,g5f6,h7h6
468,2457,2737,0-1,"5,6,7,8,9,10,11,11,12,12",4,"c2c4,e1g1,e1g1,e1g1,e3d4,d1d2,e3g5,e3g5,d2h6,d2h6",d7d5
469,2352,2530,0-1,"8,9,10","5,6,7,8,9,10","e1g1,e1g1,c2c4","d7d5,c7c5,e8g8,f6g4,c6c5,c6c5"
470,2355,2754,0-1,7,8,c1e3,e8g8
471,2428,2515,0-1,"8,9",8,"b1c3,e1g1",e8g8
472,2464,2574,1-0,"7,8","10,11","f4h2,d4e5","e8g8,e8g8"
473,2399,2510,0-1,"7,9","10,11","b2c3,a1b1","b7b6,e8g8"
474,2746,2768,0-1,"11,12,13,14,15,15","6,7,8,9,12,12,13,13","c1f4,c1e3,e1g1,h1h4,b2c3,b2c3","c7c6,c6d5,e5e4,c6e5,d6e5,d6e5,e8g8,e8g8"
476,2576,2472,1-0,7,"9,10",d3g6,"b8d7,g6d3"
475,2523,2532,0-1,"11,12,13","10,11,12","d2d4,e5d3,e1g1","e8g8,b8d7,e8g8"
477,2576,2669,0-1,9,"9,10,11,12,13,14,14,15,15",c2c3,"c6c5,b8c6,e7c6,c5d4,d8b6,b6d4,b6d4,g7e5,g7e5"
478,2451,2590,0-1,"9,10,10,11,11,12,12,13,13,14,14","7,8,9,10,10,11,11,12,12,13,13","e1c1,e1c1,e1c1,e1c1,e1c1,b5e2,b5e2,e1g1,e1g1,d2e2,d2e2","b8d7,c8f5,d8d7,e6f5,e6f5,a7a6,a7a6,e6d5,e6d5,e6d5,e6d5"
479,2473,2645,0-1,"8,10,11,12,13,14,15,15","5,6,7","e1c1,g4d1,f4d2,g1f3,f1e2,f1e2,b5d3,b5d3","d8f6,f6d8,e8g8"
480,2512,2475,0-1,6,6,e1g1,e8g8
481,2580,2456,0-1,6,"5,6",e1g1,"e8g8,e8g8"
482,2518,2527,0-1,6,"7,8,9",c2c4,"d8d6,d5f6,e8g8"
483,2736,2775,0-1,9,"12,13",e1g1,"g4d7,c6e5"
484,2530,2653,1-0,-,"4,5,6,7,8,9,10,11,12",-,"d7d5,e8g8,d8a5,a6c5,c5a4,e4d6,e4d6,d6c4,e8g8"
485,2803,2537,1-0,4,"12,13,13,14,15",e1g1,"e6e5,b6d5,b6d5,c7b6,e8g8"
487,2784,2707,0-1,6,8,d1e2,e8g8
486,2599,2568,1-0,"10,11,12,12,13,13,14,14,15,15","10,11,12,13,14,15","f1e2,a2b3,h2h3,h2h3,c3e4,c3e4,d3e4,d3e4,e4f3,e4f3","f8e7,a7a6,e6e5,e6e5,f8d6,e8c8"
488,2565,2561,1-0,5,10,e1g1,e7a3
489,2649,2746,0-1,"4,5,6","5,6,7,8","e1g1,d2d3,a2a4","d7d6,e8g8,e8g8,e8g8"
490,2505,2464,1-0,"11,12,13","12,13,14,15,15","b5c3,h3g5,e2c4","c8g4,b4c3,d8d5,a8d8,a8d8"
491,2534,2519,0-1,-,"9,10,11,12,13,14,15",-,"c7c5,d8d1,b6a4,a4b2,b4c3,b2d1,f5c2"
492,2489,2528,0-1,"9,10,10,11,11,12,12,13,13,14,14,15,15","7,8","d1e2,c2c3,c2c3,e1c1,e1c1,f3e5,f3e5,b7e4,b7e4,d3e4,d3e4,e1e2,e1e2","d7f6,f6e4"
493,2531,2409,1-0,6,15,e1g1,h5g5
494,2515,2482,1-0,"11,14,14","12,13","f3e5,e1g1,e1g1","b4d2,c8g4"
495,2502,2512,0-1,"7,8,9,10,11,12,13,14,15,15","10,11","d3e4,e4d3,c1e3,d1e2,d1e2,d1e2,d1d7,d1d7,a1d1,a1d1","h7h6,g7f6"
496,2640,2638,1-0,"12,13",-,"c3e4,c3a4",-
497,2748,2780,1/2-1/2,"12,13","4,5,6,7,8","d5d6,h2h4","b4e7,b8c6,b4c3,f6e4,e8g8"
499,2459,2575,1-0,"6,7","6,7","d2d4,d2d4","g4f3,e8c8"
498,2920,2783,1-0,"9,10",10,"c1e3,d1d2",e8g8
500,2449,2538,0-1,"6,7,8,10,11","12,13,14,15","d3d4,e1g1,a1b1,e4e5,e1g1","b7b5,g8e7,g8f6,g7h6"
501,2350,2520,0-1,"8,9,10,11",8,"e1c1,e1c1,e1c1,e1c1",f6e4
502,2582,2588,0-1,4,"4,5",c2c4,"e8g8,e8g8"
503,2599,2561,1-0,9,11,d2d4,c6a5
505,2544,2497,1-0,-,"5,6,7,8,9,10,11",-,"h7h6,c6a5,g7g5,f6d5,c6e7,e7f5,h8g8"
506,2471,2529,0-1,7,"7,8,9,10,11,12",e1g1,"c8f5,g4h5,e8g8,h5g6,c6b4,d5c4"
504,2806,2745,1-0,"4,5","5,6","d2d4,e1g1","h6f5,e8g8"
507,2436,2527,0-1,8,"6,7,8",b1c3,"b4e7,c7c6,d7d5"
508,2634,2649,1/2-1/2,"10,11,12","9,10","g2g4,g4g5,e1c1","e8g8,e8g8"
509,2619,2510,0-1,"7,8,9","8,9,10,10","e5d7,c2c3,e1g1","a7a6,f8d6,e8g8,e8g8"
510,2501,2534,0-1,5,6,d2d4,e8g8
512,2563,2585,0-1,8,"7,8,9,9,10,10,11,11",c3b5,"h7h5,h7h5,f7f6,f7f6,e8c8,e8c8,h7h5,h7h5"
511,2616,2577,1-0,"6,7,8,9,10,10,11,11",7,"c1g5,a2a4,g5f3,f2f3,d3c4,d3c4,e3c5,e3c5",c6d4
513,2592,2638,1/2-1/2,"10,11,11,12,12",7,"h2h4,e1g1,e1g1,e1g1,e1g1",e8g8
515,2507,2683,1-0,"9,10,11,12,13","7,8,9,10","c4d5,c3b5,d2b4,a1c1,h4f5","h7h6,d5c4,f6d5,d8b6"
514,2506,2370,1-0,"4,5","8,9,10,11","b5d7,e1g1","a7a6,e8g8,f6e4,e8g8"
516,2513,2505,1-0,7,"8,9",e1g1,"g4f5,g4f5"
518,2404,2511,1/2-1/2,-,"7,8,9,10,11,12,13,14,15",-,"e8g8,e8g8,d8d5,d5d7,b8c6,c6b4,a5e5,f7f6,c8d7"
517,2519,2446,1-0,"8,9,10,11,11","4,5,6","g5h4,a1d1,f1e2,e1g1,e1g1","c7c5,b8c6,b8c6"
519,2546,2745,1/2-1/2,"6,8,9,9,10,10,11,11,12,13,13","7,8,9","d1a4,f3e5,a3c4,a3c4,d2e3,d2e3,a4c2,a4c2,f3d2,e1g1,e1g1","f6d5,f6e4,e4d2"
520,2614,2567,1-0,5,5,d2d4,e8g8
521,2481,2512,1-0,"6,7,8,9,10,11,12,13,14","6,7,8,9,10,11,12","e1g1,c1g5,b5c3,e1g1,e4e5,d1d2,d1d2,f3d2,e1g1","c5b6,a7a6,c6d4,e5d4,b6a5,b6a5,e8g8"
522,2491,2662,0-1,7,"8,9",e1g1,"f7f6,e8g8"
523,2733,2494,0-1,"7,8",5,"d4c5,c2c4",e8g8
524,2540,2496,1-0,4,"8,9,10,11",e1g1,"f6d5,f6h5,f7e6,d8b6"
525,2696,2607,1-0,"10,11,12,12","6,7,8,9,10,11,13,14,15","a4a5,d1d2,e1c1,e1c1","h7h6,h7h5,h7h6,h5h4,f6h5,d7f8,f6h5,e7g5,d8b6"
526,2507,2404,1-0,7,4,e1g1,d7d5
527,2459,2561,0-1,"11,12,13,13","12,13,14,15","c3a4,c1d2,e1e2,e1e2","g8e7,e7c6,d7b6,a7a6"
528,2732,2596,0-1,8,5,e1c1,h7h6
