Id,WhiteElo,BlackElo,Result,WhiteAttackIncrease,BlackAttackIncrease,WhiteCentralizationIncrease,BlackCentralizationIncrease
77805,1058,993,0-1,"1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0","0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1","1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0"
77809,1508,1518,1-0,"1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0","0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0","1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
77806,1733,1693,1-0,"1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0","0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0","1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0"
77812,1668,1577,1-0,"1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0","0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0"
77813,1068,1196,1-0,"1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0","0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0","1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
77808,1587,1520,0-1,"1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0","0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0","1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0"
77816,1704,1756,0-1,"1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0","0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0","0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0"
77814,1435,1413,1-0,"1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0","0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0","0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
77815,1500,1626,0-1,"1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1","1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0","0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0"
77818,1462,1409,1-0,"1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1","1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0","0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
77817,1182,1135,1-0,"1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0","0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0","1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0"
77810,1133,1133,0-1,"1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0","0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0","1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
77820,1848,1847,0-1,"1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0"
77821,2056,2067,0-1,"1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1","1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1"
77822,1514,1494,1-0,"1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0","1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1"
77819,995,970,0-1,"1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0","0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1","1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1"
77828,987,990,1-0,"1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0","0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1","1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0"
77825,1365,1278,0-1,"1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0","0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1","1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0","0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
77826,1049,1074,1/2-1/2,"1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0","0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0","1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1"
77829,1294,1294,0-1,"1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0","0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0","1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
77824,1671,1685,0-1,"1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0","0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1","1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1"
77832,1869,1856,0-1,"1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0","0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1","1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0"
77823,1427,1497,0-1,"1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0","0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0","1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
77831,1290,1280,1-0,"1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0","0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
77830,1534,1544,1-0,"1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0","0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1","1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
77827,1465,1465,0-1,"1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0","1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0","0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0"
77833,1964,1952,1-0,"1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0","0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0","1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
77834,1177,1170,0-1,"1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0","0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1"
77837,2076,2168,1-0,"1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1","1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
77835,1960,2133,0-1,"1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
77840,2140,2209,1-0,"1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
77838,1754,1822,1-0,"1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0","0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1","1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0","0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0"
77836,1258,1276,1/2-1/2,"1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0","0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0","1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0","0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
77839,1492,1519,0-1,"1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0","1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0"
77844,1356,1374,0-1,"1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1","1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
77842,1879,2105,0-1,"1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0","0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1","1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0","0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0"
77843,1258,1246,1-0,"1,0,1,0,1,0,1,0,1,0,0","0,1,0,1,0,1,0,1,0,0,0","1,0,0,0,1,0,1,0,1,0,0","0,1,0,1,0,0,0,1,0,0,0"
77848,1718,1680,1-0,"1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0","0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1"
77849,2257,2260,1-0,"1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0","0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1","1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
77841,1066,1036,0-1,"1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0","0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0","1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0"
77850,1700,1653,1-0,"1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0","1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
77847,1631,1666,1-0,"1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0","0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0","1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
77845,1608,1579,0-1,"1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0","0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0","1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0"
77854,2076,2081,0-1,"1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0","0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0","1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
77846,1540,1553,1-0,"1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0","0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1","1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
77853,1802,1804,1-0,"1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0","0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1","1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
77851,1421,1332,1-0,"1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0","0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1"
77852,863,799,1-0,"1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0","0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0"
77855,1273,1206,0-1,"1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0","0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
77856,1106,1088,0-1,"1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0","0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1","1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0"
77859,1473,1516,0-1,"1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0","0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0","0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1"
77857,1048,1133,0-1,"1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0","0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0"
77858,1996,1995,1-0,"1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0","0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0"
77862,2170,2195,1-0,"1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0","0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0","1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0","0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0"
77864,1725,1755,0-1,"1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0","0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1","1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0","0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0"
77863,1301,1250,1-0,"1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1","1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0","0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
77865,1501,1496,1/2-1/2,"1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0","0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1"
77860,2006,2006,0-1,"1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0","0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0","1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
77867,1974,1965,1-0,"1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0","0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1","1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0","0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0"
77866,1920,1889,0-1,"1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0","0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0","1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0","0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0"
77861,1540,1441,1-0,"1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0","0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0","1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0"
77868,1254,1244,1-0,"1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0","0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0","1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0","0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0"
77873,1947,1953,0-1,"1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0","0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1","1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0"
77869,1615,1603,1-0,"1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0","0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1"
77872,1748,1693,1-0,"1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0","0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1","1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0","0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
77871,903,898,1-0,"1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0","0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0","1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1"
77874,1564,1487,1-0,"1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0","0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0","1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1"
77876,1588,1500,1-0,"1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0","0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0","1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0","0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
77870,1908,1906,0-1,"1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0","0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1","1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
77875,1569,1595,0-1,"1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0","0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0"
77877,1912,1779,1-0,"1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0","0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0","1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1"
77880,1417,1374,1-0,"1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0","0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0","1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
77879,1622,1607,1-0,"1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0","1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0"
77878,1464,1460,0-1,"1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0"
77881,1334,1362,1-0,"1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0","0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0","1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0"
77884,978,1037,1-0,"1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0","0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0","1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0"
77885,1572,1597,0-1,"1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0","0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1","1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0"
77889,2227,2296,1/2-1/2,"1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0","0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
77887,2251,2296,1-0,"1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0","0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0","1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
77882,1877,1858,1-0,"1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0","0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
